Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Briner et al. (2005b)	boulder	Brin2005b-11	Brin2005b-E	AL2-01-2	70.58489	-68.92869	220	3	2.65	0.999	87000	3000	KNSTD	0	0	0	2001	13900	500	-	-	14412	1021	499	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-12	Brin2005b-E	CF02-54	70.57837	-68.94615	361	3	2.65	0.999	524000	44000	KNSTD	0	0	0	2002	75000	1900	-	-	76623	8133	6559	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-13	Brin2005b-F	CF02-58	70.58072	-68.92985	300	3	2.65	0.996	158000	5000	KNSTD	0	0	0	2002	23800	700	-	-	24296	1692	774	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-14	Brin2005b-G	CF02-184	70.70718	-69.12550	40	3	2.65	0.993	61000	6000	KNSTD	0	0	0	2002	11900	500	-	-	12204	1421	1204	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-15	Brin2005b-H	AL11-01-1	70.70914	-69.14442	118	3	2.65	0.999	532000	13000	KNSTD	0	0	0	2001	95600	2300	-	-	99952	6790	2504	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-16	Brin2005b-H	CF02-40	70.71310	-69.14642	85	3	2.65	0.999	222000	2000	KNSTD	0	0	0	2002	40900	1000	-	-	42518	2674	387	-	-	-	Davis et al. (2006)
Briner et al. (2005b)	boulder	Brin2005b-17	Brin2005b-I	AL9-01-1	70.69150	-69.18436	178	3	2.65	1	88000	3000	KNSTD	0	0	0	2001	14600	500	-	-	15201	1074	520	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-18	Brin2005b-I	AL7-01-1	70.68539	-69.14331	93	3	2.65	1	86000	5000	KNSTD	0	0	0	2001	15500	800	-	-	16203	1378	946	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-19	Brin2005b-I	AL7-01-2	70.68286	-69.16192	130	3	2.65	1	99000	3000	KNSTD	0	0	0	2001	17300	500	-	-	17972	1239	547	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-20	Brin2005b-I	AL8-01-1	70.69164	-69.17317	172	3	2.65	1	139000	7000	KNSTD	0	0	0	2001	23300	1200	-	-	24222	1938	1227	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-21	Brin2005b-I	AL10-01-1	70.69197	-69.20108	185	3	2.65	1	145000	13000	KNSTD	0	0	0	2001	23900	2100	-	-	24942	2730	2250	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-22	Brin2005b-J	AL14-01-2	70.62664	-69.17383	45	3	2.65	1	89000	4000	KNSTD	0	0	0	2001	16900	700	-	-	17623	1349	796	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-23	Brin2005b-J	CF02-109	70.62470	-69.17905	50	3	2.65	1	259000	22000	KNSTD	0	0	0	2002	50500	1300	-	-	51487	5472	4430	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-24	Brin2005b-K	CF02-64	70.61372	-68.80130	98	3	2.65	1	94000	9000	KNSTD	0	0	0	2002	17000	700	-	-	17624	2015	1695	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-25	Brin2005b-L	CF02-63	70.60070	-68.76437	245	3	2.65	1	271000	7000	KNSTD	0	0	0	2002	42200	1100	-	-	44085	2976	1151	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-26	Brin2005b-M	CF02-65	70.64687	-68.90878	85	3	2.65	1	122000	11000	KNSTD	0	0	0	2002	22700	700	-	-	23219	2550	2106	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-27	Brin2005b-N	AL2-01-1	70.58789	-68.99439	208	3	2.65	0.995	454000	16000	KNSTD	0	0	0	2001	73900	2700	-	-	77726	5623	2793	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-28	Brin2005b-O	AL4-01-2	70.50700	-68.92850	172	3	2.65	1	69900	5980	KNSTD	476000	53000	KNSTD	2001	11600	300	13000	900	12134	1283	1041	13118	1798	1470	Young et al. (2012)
Briner et al. (2005b)	boulder	Brin2005b-29	Brin2005b-O	AL4-01-1	70.51211	-68.92481	153	3	2.65	1	82100	6990	KNSTD	453000	47200	KNSTD	2001	14000	400	12700	700	14542	1534	1243	12722	1669	1334	Young et al. (2012)
Briner et al. (2005b)	cobble	Brin2005b-30	Brin2005b-P	AL1-00-1	70.48893	-69.35392	259	3	2.65	0.996	78600	7030	KNSTD	469000	47900	KNSTD	2000	12600	300	11700	600	12554	1368	1126	11892	1540	1222	Young et al. (2012)
Briner et al. (2005b)	cobble	Brin2005b-31	Brin2005b-Q	CF02-107	70.61882	-69.23433	124	3	2.65	0.999	72400	6600	KNSTD	0	0	0	2002	12900	500	-	-	13218	1459	1209	-	-	-	Young et al. (2012)
Briner et al. (2005b)	boulder	Brin2005b-32	Brin2005b-R	AL6-01-2	70.51064	-69.03836	190	3	2.65	0.998	84900	7310	KNSTD	0	0	0	2001	13900	400	-	-	14514	1542	1254	-	-	-	Young et al. (2012)
Briner et al. (2005b)	boulder	Brin2005b-33	Brin2005b-R	AL6-01-1	70.51122	-69.03817	207	3	2.65	0.998	163000	13700	KNSTD	0	0	0	2001	26200	600	-	-	27496	2885	2327	-	-	-	Young et al. (2012)
Briner et al. (2005b)	boulder	Brin2005b-34	Brin2005b-S	CF02-91	70.71353	-69.34768	134	3	2.65	1	78000	7000	KNSTD	0	0	0	2002	13700	600	-	-	14086	1539	1269	-	-	-	-
Briner et al. (2005b)	bedrock	Brin2005b-35	Brin2005b-T	BDF-00-2	70.27500	-68.97338	36	3	2.65	1	49000	4000	KNSTD	393000	21000	KNSTD	2000	9400	400	12500	700	9737	998	797	12423	1186	668	Briner et al. (2006, 2007)
