Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Corbett et al. (2016a)	bedrock	Mar1998-2	Mar1998-B	KM95-044	66.13764	-65.71767	204	3	2.7	0.983	74804	6868	LLNL10000	389737	29363	KNSTD	1995	13300	1200	11300	800	13010	1400	1198	10404	1045	788	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-18	Mar1998-B	KM95-045	66.13764	-65.71767	204	0.5	2.7	0.985	80241	10533	LLNL10000	495386	32906	KNSTD	1995	14000	1800	14100	900	13631	1949	1795	12971	1219	867	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-19	Mar1998-B	KM95-046	66.13764	-65.71767	204	10.5	2.7	0.985	62453	6949	LLNL10000	444006	37495	KNSTD	1995	11800	1300	13600	1100	11549	1440	1289	12669	1364	1077	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-20	Mar1998-B	KM95-047	66.13764	-65.71767	204	0.5	2.7	0.985	93667	19976	LLNL10000	308353	25615	KNSTD	1995	16300	3500	8700	700	15936	3525	3412	8007	851	668	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-21	Mar1998-B	KM95-048	66.13764	-65.71767	204	0.5	2.7	0.985	74364	6533	LLNL10000	423631	37410	KNSTD	1995	13000	1100	12000	1100	12623	1315	1112	11068	1225	983	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-22	Mar1998-B	KM95-049	66.13519	-65.71736	238	4.5	2.7	0.987	177295	9997	LLNL10000	1085578	48835	KNSTD	1995	30700	1700	30800	1400	30325	2416	1723	28733	2320	1311	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-23	Mar1998-B	PTD94-16	66.13750	-65.71750	204	3	2.7	0.985	55674	5451	LLNL3000	356470	38836	KNSTD	1994	9400	900	10300	1100	9192	1037	902	9479	1211	1038	-
Corbett et al. (2016a)	boulder	Corb2016-24	Corb2016-F	KM95-059	66.55767	-65.33164	156	1.5	2.7	0.932	65564	8043	LLNL10000	354606	46653	KNSTD	1995	12200	1500	10700	1400	12457	1682	1533	10339	1528	1367	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-25	Corb2016-F	KM95-074	66.55644	-65.32758	166	0.5	2.7	0.930	60905	9849	LLNL10000	326340	26644	KNSTD	1995	11200	1800	9700	800	11366	1948	1843	9348	984	767	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-26	Corb2016-G	KM95-060	66.62917	-65.20689	361	1	2.7	0.964	90459	15221	LLNL10000	486413	41741	KNSTD	1995	13400	2200	11700	1000	13498	2399	2279	11177	1215	964	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-27	Corb2016-G	KM95-061	66.62917	-65.20689	361	1	2.7	0.964	115590	11228	LLNL10000	589466	39486	KNSTD	1995	17200	1700	14300	900	17290	1942	1687	13590	1283	916	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-28	Corb2016-G	KM95-062	66.62917	-65.20689	361	2	2.7	0.964	71167	11281	LLNL10000	447151	34290	KNSTD	1995	10700	1700	10900	800	10672	1797	1696	10343	1050	797	Marsella (1998)
Corbett et al. (2016a)	cobble	Corb2016-29	Corb2016-G	KM95-063	66.62917	-65.20689	361	10	2.7	0.964	81395	9679	LLNL10000	352166	40350	KNSTD	1995	13000	1500	9200	1000	13127	1728	1566	8707	1155	1002	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-30	Corb2016-H	KM95-064	66.60986	-65.24383	381	1	2.7	0.980	85373	10704	LLNL10000	448120	32453	KNSTD	1995	12400	1500	10600	800	12274	1688	1544	9910	974	721	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-31	Corb2016-H	KM95-066	66.60986	-65.24383	381	2	2.7	0.917	113505	13193	LLNL10000	692124	47387	KNSTD	1995	16700	1900	16500	1100	17659	2284	2062	16641	1592	1149	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-32	Mar1998-C	KM95-067	66.50677	-65.56497	721	2	2.7	0.985	189872	8464	LLNL10000	1217205	47772	KNSTD	1995	20000	900	21000	800	19827	1417	888	19741	1525	782	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-33	Mar1998-C	KM95-068	66.50677	-65.56497	721	4	2.7	0.985	508840	21333	LLNL10000	2648709	174906	KNSTD	1995	54900	2300	46900	3100	54718	3855	2326	44366	4224	2994	Marsella (1998)
Corbett et al. (2016a)	cobble	Mar1998-3	Mar1998-C	KM95-069	66.50677	-65.56497	721	2	2.7	0.985	94247	8566	LLNL10000	541098	53415	KNSTD	1995	9900	900	9300	900	9748	1040	888	8656	1031	858	Marsella (1998)
Corbett et al. (2016a)	boulder	Mar1998-4	Mar1998-C	KM95-070	66.50677	-65.56497	721	4	2.7	0.985	95927	8268	LLNL10000	624650	30086	KNSTD	1995	10300	900	10900	500	10108	1038	873	10196	835	494	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-34	Mar1998-C	PTD92-08	66.51133	-65.57300	720	6	2.7	0.993	110359	6024	KNSTD	696995	35716	KNSTD	1992	12000	600	12300	600	11784	919	645	11534	966	594	-
Corbett et al. (2016a)	boulder	Corb2016-35	Mar1998-C	PTD92-09	66.51133	-65.57300	720	6	2.7	0.993	218463	11151	KNSTD	1335532	50907	KNSTD	1992	23700	1200	23700	900	23493	1780	1206	22308	1713	860	-
Corbett et al. (2016a)	boulder	Corb2016-36	Mar1998-D	KM95-071	66.52538	-65.32219	1076	3	2.7	0.981	258253	12796	LLNL10000	1463563	71507	KNSTD	1995	19900	1000	18400	900	19644	1467	978	17324	1430	854	Marsella (1998)
Corbett et al. (2016a)	bedrock	Mar1998-5	Mar1998-D	KM95-072	66.52483	-65.32867	1071	4	2.7	0.993	137952	7532	LLNL10000	1081788	50720	KNSTD	1995	10700	600	13800	600	10414	812	570	12763	1036	602	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-37	Mar1998-D	KM95-073	66.52483	-65.32867	1071	1	2.7	0.992	0	0	0	1114323	46228	KNSTD	1995	-	-	13900	600	-	-	-	12818	1002	535	Marsella (1998)
