Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Seong et al. (2007)	boulder	Seon2007-62	Seon2007-L	K2-88	35.689	75.941	3447	3	2.65	0.98	580000	20000	KNSTD	0	0	0	2005	12300	300	-	-	15118	990	523	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-63	Seon2007-L	K2-89	35.689	75.941	3441	3	2.65	0.98	510000	10000	KNSTD	0	0	0	2005	10900	300	-	-	13556	800	267	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-64	Seon2007-M	K2-90	35.688	75.927	3095	3	2.65	0.97	20000	10000	KNSTD	0	0	0	2005	400	100	-	-	816	411	408	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-65	Seon2007-M	K2-91	35.688	75.927	3096	3	2.65	0.96	40000	10000	KNSTD	0	0	0	2005	900	200	-	-	1451	372	363	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-66	Seon2007-M	K2-92	35.688	75.927	3094	3	2.65	0.96	30000	10000	KNSTD	0	0	0	2005	800	100	-	-	1133	383	378	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-67	Seon2007-M	K2-93	35.695	75.927	3090	2	2.65	0.96	81000	10000	KNSTD	0	0	0	2005	2100	200	-	-	2854	387	353	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-68	Seon2007-M	K2-94	35.687	75.926	3096	3	2.65	0.96	40000	10000	KNSTD	0	0	0	2005	900	200	-	-	1451	372	363	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-69	Seon2007-M	K2-95	35.686	75.926	3087	3	2.65	0.96	20000	10000	KNSTD	0	0	0	2005	400	100	-	-	828	417	414	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-70	Seon2007-M	K2-96	35.688	75.925	3116	3	2.65	0.97	50000	10000	KNSTD	0	0	0	2005	1200	100	-	-	1766	367	353	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-71	Seon2007-N	K2-116	35.292	75.662	2276	4	2.65	1	120000	20000	KNSTD	0	0	0	2005	5300	700	-	-	6870	1209	1147	-	-	-	-
