P-202306-origin
expage.github.io

Calib-site	Sample-type	Sample-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	Erosion(mm/ka)	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Calib-age(yr)	Calib-age-unc(yr)	Publication
Rannoch-Moor	boulder	Putn2019-12	RM-10-08	56.63414	-4.77869	327	1.49	2.65	1	0	70600	2100	07KNSTD	0	0	0	2010	11760	500	Putnamn et al. (2019)
Rannoch-Moor	boulder	SmaFab2016-1	RMOOR01	56.63500	-4.77800	327	1.60	2.65	0.9989	0	63780	1513	NIST_27900	0	0	0	2014	11764	500	Small and Fabel (2016)
Rannoch-Moor	boulder	SmaFab2016-2	RMOOR02	56.63500	-4.78100	326	1.20	2.65	0.9998	0	65073	1534	NIST_27900	0	0	0	2014	11764	500	Small and Fabel (2016)
Rannoch-Moor	boulder	SmaFab2016-3	RMOOR03	56.63400	-4.78100	329	1.20	2.65	0.9998	0	72794	1878	NIST_27900	0	0	0	2014	11764	500	Small and Fabel (2016)
Rannoch-Moor	boulder	SmaFab2016-4	RMOOR04	56.63400	-4.77900	329	1.20	2.65	0.9998	0	66488	1746	NIST_27900	0	0	0	2014	11764	500	Small and Fabel (2016)
Rannoch-Moor	boulder	SmaFab2016-5	RMOOR05	56.63400	-4.77700	326	3.00	2.65	0.9997	0	63988	1536	NIST_27900	0	0	0	2014	11764	500	Small and Fabel (2016)
Rannoch-Moor	boulder	SmaFab2016-6	RMOOR06	56.63400	-4.77500	323	1.50	2.65	0.9997	0	68674	1699	NIST_27900	0	0	0	2014	11764	500	Small and Fabel (2016)
SP-lava-flow	bedrock	Fent2019-1	SPICE-A1	35.5944	-111.6342	1837	8	2.25	0.999	0	938000	43000	07KNSTD	5900000	450000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
SP-lava-flow	bedrock	Fent2019-2	SPICE-A2	35.6056	-111.6175	1807	8	2.26	0.999	0	964000	47000	07KNSTD	5800000	450000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
SP-lava-flow	bedrock	Fent2019-3	SPICE-A3	35.6100	-111.6137	1810	13	2.15	0.999	0	936000	43500	07KNSTD	5800000	450000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
SP-lava-flow	bedrock	Fent2019-3	SPICE-A3	35.6100	-111.6137	1810	13	2.15	0.999	0	0	0	0	5700000	450000	KNSTD	2015	72000	2000	Fenton et al. (2022)
SP-lava-flow	bedrock	Fent2019-4	SPICE-A4	35.6121	-111.6098	1803	13	2.13	0.998	0	925000	44000	07KNSTD	5600000	450000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
SP-lava-flow	bedrock	Fent2019-4	SPICE-A4	35.6121	-111.6098	1803	13	2.13	0.998	0	0	0	0	6100000	500000	KNSTD	2015	72000	2000	Fenton et al. (2022)
SP-lava-flow	bedrock	Fent2019-5	SPICE-A5	35.6163	-111.6081	1800	13	2.28	1	0	917000	43500	07KNSTD	5400000	650000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
SP-lava-flow	bedrock	Fent2019-6	SPICE-A6	35.6245	-111.6057	1778	12	2.29	1	0	901000	43500	07KNSTD	6500000	550000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
SP-lava-flow	bedrock	Fent2019-6	SPICE-A6	35.6245	-111.6057	1778	12	2.29	1	0	0	0	0	5800000	550000	KNSTD	2015	72000	2000	Fenton et al. (2022)
SP-lava-flow	bedrock	Fent2019-7	SPICE-A7	35.6164	-111.6087	1800	13	2.45	1	0	909000	43500	07KNSTD	5900000	600000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
SP-lava-flow	bedrock	Fent2019-8	SPICE-A8	35.6326	-111.6068	1778	13	2.05	0.997	0	936000	45000	07KNSTD	6300000	550000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
SP-lava-flow	bedrock	Fent2019-8	SPICE-A8	35.6326	-111.6068	1778	13	2.05	0.997	0	0	0	0	5400000	500000	KNSTD	2015	72000	2000	Fenton et al. (2022)
SP-lava-flow	bedrock	Fent2019-9	SPICE-A9	35.6094	-111.6135	1810	13	2.29	0.999	0	931000	44500	07KNSTD	5400000	500000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
SP-lava-flow	bedrock	Fent2019-10	SPICE-A10	35.6165	-111.6085	1800	12	2.31	0.999	0	975000	46000	07KNSTD	5700000	550000	KNSTD	2015	72000	2000	Fenton et al. (2019, 2022)
																				
====================================================================================================																				
Production rate calibration data not included in global average calculations																				
Calib-site	Sample-type	Sample-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	Erosion(mm/ka)	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Calib-age(yr)	Calib-age-unc(yr)	Publication
Saddlebag-Lake	bedrock	Nish1989-1	W86-1	37.9823	-119.2986	3175	1	2.65	0.76	0	464000	58000	KNSTD	2810000	160000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
Saddlebag-Lake	bedrock	Nish1989-2	W86-3	37.9823	-119.2986	3175	1	2.65	0.96	0	622000	117000	KNSTD	3480000	210000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
Mt-Starr	bedrock	Nish1989-3	W86-4	37.4211	-118.7656	3530	1	2.65	0.65	0	508000	54000	KNSTD	2680000	170000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
Mt-Starr	bedrock	Nish1989-4	W86-5	37.4197	-118.7688	3565	1	2.65	0.72	0	565000	66000	KNSTD	3450000	160000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
Mt-Starr	bedrock	Nish1989-5	W86-6	37.4197	-118.7688	3565	1	2.65	0.72	0	573000	73000	KNSTD	3270000	150000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
Mt-Starr	bedrock	Nish1989-6	W86-8	37.4197	-118.7688	3565	1	2.65	0.72	0	563000	86000	KNSTD	3220000	170000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
Twin-Lake	bedrock	Nish1989-7	W86-10	38.8708	-120.1964	2440	1	2.65	1	0	377000	62000	KNSTD	2410000	140000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
Twin-Lake	bedrock	Nish1989-8	W86-11	38.8717	-120.1973	2450	1	2.65	0.92	0	349000	41000	KNSTD	2260000	120000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
Twin-Lake	bedrock	Nish1989-9	W86-12	38.8717	-120.1973	2450	1	2.65	0.92	0	386000	105000	KNSTD	2390000	120000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
Twin-Lake	bedrock	Nish1989-10	W86-13	38.8553	-120.2219	2145	1	2.65	1	0	331000	33000	KNSTD	2230000	140000	KNSTD	1986	15594	500	Nishiizumi et al. (1989), Phillips et al. (2016a)
June-Lake	bedrock	Nish1989-11	W86-14	37.7814	-119.0839	2373	1	2.65	0.89	0	742000	50000	KNSTD	4210000	610000	KNSTD	1986	15594	500	Nishiizumi et al. (1989)
June-Lake	bedrock	Nish1989-12	W86-16	37.7814	-119.0839	2385	1	2.65	1	0	1592000	167000	KNSTD	8080000	470000	KNSTD	1986	15594	500	Nishiizumi et al. (1989)
Inner-Titcomb-Lakes	boulder	Goss1995a-3	138-I	43.122	-109.639	3231	4	2.6	0.9501	0	627000	18810	KNSTD	4078000	326600	KNSTD	1992	12135	700	Gosse et al. (1995), Balco et al. (2008), Borchers et al. (2016)
Inner-Titcomb-Lakes	boulder	Goss1995a-4	139-I	43.122	-109.639	3231	4	2.6	0.9501	0	591000	17730	KNSTD	2729000	1387000	KNSTD	1992	12135	700	Gosse et al. (1995), Balco et al. (2008), Borchers et al. (2016)
Inner-Titcomb-Lakes	boulder	Goss1995a-5	140-I	43.122	-109.639	3231	8	2.6	0.9501	0	476300	14289	KNSTD	0	0	0	1992	12136	700	Gosse et al. (1995)
Inner-Titcomb-Lakes	boulder	Goss1995a-6	333-I	43.122	-109.639	3231	3	2.6	0.9501	0	596600	17898	KNSTD	3904000	243900	KNSTD	1993	12136	700	Gosse et al. (1995), Balco et al. (2008), Borchers et al. (2016)
Inner-Titcomb-Lakes	boulder	Goss1995a-7	334-I	43.122	-109.639	3231	7	2.6	0.9668	0	669700	20091	KNSTD	3955000	184500	KNSTD	1993	12136	700	Gosse et al. (1995), Balco et al. (2008), Borchers et al. (2016)
Inner-Titcomb-Lakes	boulder	Goss1995a-8	335-I	43.122	-109.639	3231	8	2.6	0.9342	0	615700	18471	KNSTD	3280000	247500	KNSTD	1993	12136	700	Gosse et al. (1995), Balco et al. (2008), Borchers et al. (2016)
Inner-Titcomb-Lakes	boulder	Goss1995a-9	336-I	43.122	-109.639	3231	3	2.6	0.9668	0	656600	19698	KNSTD	3556000	165900	KNSTD	1993	12136	700	Gosse et al. (1995), Balco et al. (2008), Borchers et al. (2016)
Inner-Titcomb-Lakes	boulder	Goss1995a-10	337-I	43.122	-109.639	3231	9	2.6	0.9668	0	624700	18741	KNSTD	4000000	2314000	KNSTD	1993	12136	700	Gosse et al. (1995), Balco et al. (2008), Borchers et al. (2016)
Inner-Titcomb-Lakes	boulder	Goss1995a-11	338-I	43.122	-109.639	3231	5	2.6	0.9420	0	625100	18753	KNSTD	8074000	429100	KNSTD	1993	12136	700	Gosse et al. (1995), Balco et al. (2008), Borchers et al. (2016)
Inner-Titcomb-Lakes	boulder	Goss1995a-12	339-I	43.122	-109.639	3231	4	2.6	0.9156	0	623900	18717	KNSTD	3422000	161400	KNSTD	1993	12136	700	Gosse et al. (1995), Balco et al. (2008), Borchers et al. (2016)
NC-New-Jersey	bedrock	Lar1996-1	SPA-O-1	40.965	-74.541	342	5	2.7	1	0	160113	11040	LLNL10000	892359	72524	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-2	SPA-O-2X	40.965	-74.541	342	5	2.7	1	0	129447	7980	LLNL10000	700421	66547	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-3	SPA-O-3	40.965	-74.541	342	5	2.7	1	0	160190	15328	LLNL10000	913099	79783	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-4	SPA-O-4X	40.965	-74.541	342	5	2.7	1	0	156200	12309	LLNL10000	816478	78732	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-5	SPA-O-5X	40.973	-74.530	336	4.5	2.7	0.9939	0	110868	7462	LLNL10000	0	0	0	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-5	SPA-O-5XX	40.973	-74.530	336	4.5	2.7	0.9939	0	133011	9449	LLNL10000	904830	69744	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-6	SPA-O-6	40.973	-74.530	336	4.5	2.7	1	0	121800	14677	LLNL10000	0	0	0	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-6	SPA-O-6X	40.973	-74.530	336	4.5	2.7	1	0	133003	7374	LLNL10000	0	0	0	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-6	SPA-O-6XX	40.973	-74.530	336	4.5	2.7	1	0	136630	14263	LLNL10000	614792	87781	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	boulder	Lar1996-7	SMH-B-9	40.964	-74.528	253	2.5	2.7	0.9976	0	105123	11683	LLNL10000	664639	31685	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	boulder	Lar1996-7	SMH-B-9X	40.964	-74.528	253	2.5	2.7	0.9976	0	112706	7201	LLNL10000	504997	40170	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	boulder	Lar1996-7	SMH-B-9XX	40.964	-74.528	253	2.5	2.7	0.9976	0	0	0	0	611850	40517	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-8	SPA-O-15	40.961	-74.546	336	4	2.7	1	0	0	0	0	927897	80383	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-9	SPA-O-16X	40.961	-74.546	337	4	2.7	1	0	0	0	0	766115	65727	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	boulder	Lar1996-10	SWR-B-8	41.007	-74.592	375	3	2.7	1	0	130110	9648	LLNL10000	773482	29447	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	boulder	Lar1996-10	SWR-B-8X	41.007	-74.592	375	3	2.7	1	0	133653	7619	LLNL10000	717094	47223	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	boulder	Lar1996-11	SAF-B-10	40.921	-74.752	323	2.5	2.7	0.9916	0	118260	11276	LLNL10000	886777	42291	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	boulder	Lar1996-11	SAF-B-10X	40.921	-74.752	323	2.5	2.7	0.9916	0	153977	10617	LLNL10000	804383	70537	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	boulder	Lar1996-11	SAF-B-11	40.921	-74.752	323	5	2.7	1	0	139524	9700	LLNL10000	731693	45727	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	boulder	Lar1996-12	SAF-B-12	40.921	-74.752	323	3	2.7	0.9939	0	134839	11187	LLNL10000	822364	55648	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-13	SAF-O-13	40.920	-74.753	299	6	2.7	0.9774	0	106944	9941	LLNL10000	758170	34038	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-13	SAF-O-13X	40.920	-74.753	299	6	2.7	0.9774	0	120537	7912	LLNL10000	1014372	72704	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-13	SAF-O-13XX	40.920	-74.753	299	6	2.7	0.9774	0	0	0	0	640122	122402	KNSTD	1994	23173	1216	Larsen (1996)
NC-New-Jersey	bedrock	Lar1996-14	SAF-O-14	40.920	-74.752	278	3	2.7	1	0	144544	13570	LLNL10000	824379	29796	KNSTD	1994	23173	1216	Larsen (1996)
Köfels	boulder	Kubi1998-1	KOE4	47.120	10.954	1675	2.75	2.65	0.964	0	219000	14000	S555	1369000	119000	ZAL94	1996	9559	15	Kubik et al. (1998), Kubik and Ivy-Ochs (2004)
Köfels	boulder	Kubi1998-2	KOE5	47.120	10.954	1675	4.5	2.65	0.964	0	202000	15000	S555	1395000	112000	ZAL94	1996	9559	15	Kubik et al. (1998), Kubik and Ivy-Ochs (2004)
Köfels	boulder	Kubi1998-3	KOE6	47.120	10.954	1680	1.75	2.65	0.964	0	233000	16000	S555	1462000	129000	ZAL94	1996	9559	15	Kubik et al. (1998), Kubik and Ivy-Ochs (2004)
Köfels	boulder	Kubi1998-4	KOE7	47.116	10.899	1920	1.5	2.65	0.885	0	179000	12000	S555	0	0	0	1996	9559	15	Kubik et al. (1998)
Köfels	bedrock	Kubi1998-5	KOE8	47.117	10.902	1795	3	3.65	0.911	0	132000	10000	S555	1217000	358000	ZAL94	1996	9559	15	Kubik et al. (1998)
Köfels	boulder	Kubi1998-6	KOE20	47.120	10.954	1645	3.5	2.65	0.964	0	190000	13000	S555	1232000	99000	ZAL94	1996	9559	15	Kubik et al. (1998), Kubik and Ivy-Ochs (2004)
Köfels	boulder	KubIvy2004-1	KOE101	47.120	10.954	1675	2.5	2.65	0.957	0	218000	16000	S555	0	0	0	1996	9559	15	Kubik and Ivy-Ochs (2004)
Köfels	boulder	KubIvy2004-2	KOE105	47.115	10.954	1590	1.5	2.65	0.964	0	242000	17000	S555	0	0	0	1996	9559	15	Kubik and Ivy-Ochs (2004)
Köfels	boulder	KubIvy2004-3	KOE106	47.126	10.915	1400	3	2.65	0.847	0	119000	14000	S555	0	0	0	1996	9559	15	Kubik and Ivy-Ochs (2004)
An-Teallach	bedrock	Ston1998-9	AT-10	57.809	-5.234	565	3.5	2.65	0.9	0	84500	7100	NIST_30000	0	0	0	1996	11746	300	Stone et al. (1998)
An-Teallach	bedrock	Ston1998-10	AT-11	57.810	-5.227	530	3.5	2.65	0.971	0	78400	7100	NIST_30000	0	0	0	1996	11746	300	Stone et al. (1998)
An-Teallach	bedrock	Ston1998-11	AT-13	57.809	-5.226	520	3	2.65	0.925	0	80600	6400	NIST_30000	0	0	0	1996	11746	300	Stone et al. (1998)
An-Teallach	bedrock	Ston1998-11	AT-13rpt	57.809	-5.226	520	3	2.65	0.925	0	77700	8000	NIST_30000	0	0	0	1996	11746	300	Stone et al. (1998)
Breque	boulder	Farb2005-1	HU-41	-9.651	-77.361	4045	2.5	2.65	0.994	0	459000	11000	KNSTD	0	0	0	1998	13008	255	Farber et al. (2005)
Breque	boulder	Farb2005-2	HU-43	-9.651	-77.361	4045	2.5	2.65	0.994	0	440000	20000	KNSTD	0	0	0	1998	13008	255	Farber et al. (2005)
Breque	boulder	Farb2005-3	PE98RU-43a	-9.651	-77.361	4045	2.5	2.65	0.994	0	504000	18000	LLNL3000	0	0	0	1998	13008	255	Farber et al. (2005)
Breque	boulder	Farb2005-3	PE98RU-43b	-9.651	-77.361	4045	2.5	2.65	0.994	0	484000	17000	LLNL10000	0	0	0	1998	13008	255	Farber et al. (2005)
Breque	boulder	Farb2005-4	PE98RU-C41	-9.651	-77.361	4045	2.5	2.65	0.994	0	410000	16000	LLNL10000	0	0	0	1998	13008	255	Farber et al. (2005)
Breque	boulder	Farb2005-5	PE98RU-C42	-9.651	-77.361	4045	2.5	2.65	0.994	0	418000	14000	LLNL10000	0	0	0	1998	13008	255	Farber et al. (2005)
Breque	boulder	Farb2005-6	PE98RU-C44	-9.653	-77.365	4045	2.5	2.65	0.992	0	488000	16000	KNSTD	0	0	0	1998	13008	255	Farber et al. (2005)
Breque	boulder	Farb2005-7	PE98RU-C45	-9.652	-77.365	4045	2.5	2.65	0.991	0	418000	15000	LLNL10000	0	0	0	1998	13008	255	Farber et al. (2005)
Holyoke	boulder	Balc2009-5	06-NE-001-HOL	42.3039	-72.5319	304	1	2.65	1	0.7	105700	4800	KNSTD	0	0	0	2006	17078	320	Balco et al. (2009)
Asheulot	boulder	Balc2009-9	06-NE-005-ASH	43.0146	-72.3251	180	6	2.65	0.999	0.7	72000	2200	KNSTD	0	0	0	2006	15317	314	Balco et al. (2009)
Asheulot	boulder	Balc2009-9	06-NE-005-ASH	43.0146	-72.3251	180	6	2.65	0.999	0.7	74600	2000	KNSTD	0	0	0	2006	15317	314	Balco et al. (2009)
Asheulot	boulder	Balc2009-10	06-NE-006-ASH	43.0146	-72.3266	184	4	2.65	0.999	0.7	69200	1900	KNSTD	0	0	0	2006	15317	314	Balco et al. (2009)
Asheulot	boulder	Balc2009-10	06-NE-006-ASH	43.0146	-72.3266	184	4	2.65	0.999	0.7	76200	2000	KNSTD	0	0	0	2006	15317	314	Balco et al. (2009)
Asheulot	boulder	Balc2009-10	06-NE-006-ASH	43.0146	-72.3266	184	4	2.65	0.999	0.7	71700	4200	KNSTD	0	0	0	2006	15317	314	Balco et al. (2009)
Perry-Mtn	boulder	Balc2009-11	06-NE-008-PER	43.2766	-72.3581	303	3	2.65	0.998	0.7	33300	1200	KNSTD	0	0	0	2006	14735	247	Balco et al. (2009)
Perry-Mtn	boulder	Balc2009-12	06-NE-009-PER	43.2765	-72.3581	303	6	2.65	0.998	0.7	79900	2900	KNSTD	374000	51000	KNSTD	2006	14735	247	Balco et al. (2009)
Puget-Whidbey	boulder	Borc2016-35	06-PUG-003-COL	48.01962	-122.42713	60	2.2	2.7	1	0	71615	1354	07KNSTD	473311	19560	KNSTD	2006	15444	500	Borchers et al. (2016)
Puget-San-Juan	boulder	Borc2016-36	06-PUG-009-CPT	48.46195	-123.01400	51	2	2.7	1	0	60907	1219	07KNSTD	416785	41457	KNSTD	2006	15444	500	Borchers et al. (2016)
Puget-San-Juan	boulder	Borc2016-37	06-PUG-013-CPT	48.45853	-122.98431	84	4	2.7	1	0	64342	1597	07KNSTD	441898	20112	KNSTD	2006	15444	500	Borchers et al. (2016)
